"wild.west.sample.freq" "wild.east.sample.freq" "wild.center.sample.freq"
"chr4_11440269" 0.285714285714286 0.4 0
"chr4_114702979" 0 0 0.222222222222222
"chr4_11472146" 0 0 0.0909090909090909
"chr4_114725031" 0.166666666666667 0 0.272727272727273
"chr4_114820472" 0 0 0
"chr4_114839795" 0 0 0
"chr4_115076123" 0.333333333333333 0 0
"chr4_115077881" 0.166666666666667 0 0.2
"chr4_115108428" 0 0 0.3
"chr4_115225253" 0.25 0.25 0
"chr4_115463881" 0 0.2 0.5
"chr4_115923839" 0.2 0 0.2
"chr4_116009287" 0 0 0
"chr4_11606307" 0 0 0.142857142857143
"chr4_116111748" 0 0 0
"chr4_116384604" 0 0 0.2
"chr4_116429155" 0 0 0
"chr4_116789594" 0 0 0
"chr4_11679949" 0 0 0
"chr4_116851243" 0 0 0.4
"chr4_116999684" 0 0 0.181818181818182
"chr4_117194612" 0 0 0
"chr4_117375441" 0 0 0
"chr4_117380252" 0 0.4 0.111111111111111
"chr4_11745257" 0 0 0
"chr4_117486215" 0 0 0
"chr4_117595287" 0 0 0
"chr4_117615365" 0 0.333333333333333 0.111111111111111
"chr4_117966331" 0 0 0
"chr4_118157418" 0.2 0 0
"chr4_118265079" 0 0 0.272727272727273
"chr4_118281639" 0 0 0
"chr4_118316228" 0 0.5 0.0909090909090909
"chr4_118427204" 0.166666666666667 0 0
"chr4_118429131" 0 0 0
"chr4_118430494" 0 0 0
"chr4_118734504" 0 0 0.142857142857143
"chr4_118802791" 0.428571428571429 0 0
"chr4_118945605" 0.4 0 0.181818181818182
"chr4_118961313" 0 0 0.4
"chr4_119031602" 0.5 0 0
"chr4_119327531" 0.166666666666667 0 0
"chr4_119420149" 0 0 0
"chr4_11942299" 0 0.2 0
"chr4_119491754" 0 0 0
"chr4_119495947" 0.166666666666667 0 0.222222222222222
"chr4_119527756" 0.4 0 0
"chr4_119533343" 0 0 0.375
"chr4_119605888" 0 0 0
"chr4_119627678" 0 0 0
"chr4_119999767" 0.333333333333333 0 0
"chr4_12037442" 0.166666666666667 0 0
"chr4_120991625" 0 0 0
"chr4_121003011" 0 0 0
"chr4_121040244" 0 0.333333333333333 0
"chr4_121423753" 0 0 0
"chr4_121426977" 0 0 0
"chr4_121695239" 0 0.5 0.5
"chr4_121699951" 0 0 0
"chr4_121841315" 0 0.4 0.142857142857143
"chr4_121881859" 0 0 0
"chr4_12195468" 0 0.4 0
"chr4_122028730" 0 0 0
"chr4_122283776" 0.2 0 0.0909090909090909
"chr4_122561666" 0 0 0
"chr4_122707991" 0.333333333333333 0 0.25
"chr4_12287566" 0.4 0.25 0.333333333333333
"chr4_122896278" 0.2 0.2 0.285714285714286
"chr4_123441577" 0.25 0.5 0.444444444444444
"chr4_123520646" 0 0 0.125
"chr4_123584313" 0.166666666666667 0.25 0.375
"chr4_123725324" 0.333333333333333 0 0.2
"chr4_123779189" 0.333333333333333 0 0
"chr4_123802577" 0.25 0.166666666666667 0
"chr4_123893633" 0 0 0
"chr4_123994759" 0.25 0 0.333333333333333
"chr4_123996885" 0.25 0 0
"chr4_124109077" 0 0 0
"chr4_124210465" 0 0 0
"chr4_124330728" 0 0 0
"chr4_124480021" 0 0.166666666666667 0.1
"chr4_124496161" 0 0 0
"chr4_124977725" 0.428571428571429 0.2 0.0833333333333333
"chr4_125395968" 0 0 0.4
"chr4_125398402" 0 0 0.5
"chr4_125574906" 0 0 0
"chr4_125701618" 0 0 0
"chr4_125827952" 0 0 0.111111111111111
"chr4_125934506" 0 0 0
"chr4_126070619" 0 0 0
"chr4_126260998" 0.4 0 0
"chr4_126416305" 0 0 0
"chr4_126467234" 0 0.333333333333333 0.111111111111111
"chr4_12648509" 0 0 0
"chr4_126618982" 0 0 0.142857142857143
"chr4_126819352" 0.2 0 0.142857142857143
"chr4_127068374" 0 0 0.375
"chr4_127106742" 0 0 0
"chr4_127129981" 0.5 0.333333333333333 0.5
"chr4_127421540" 0 0 0.111111111111111
"chr4_127457092" 0 0 0.125
"chr4_127882632" 0 0 0
"chr4_127966415" 0 0 0
"chr4_128061493" 0 0 0
"chr4_128066944" 0 0 0.363636363636364
"chr4_128154261" 0 0 0.142857142857143
"chr4_128165790" 0 0 0
"chr4_128191118" 0 0 0
"chr4_128236950" 0 0 0
"chr4_128256533" 0 0 0
"chr4_12878563" 0 0 0
"chr4_129085931" 0 0 0
"chr4_129221254" 0 0 0
"chr4_129289129" 0 0 0
"chr4_129780102" 0 0 0.142857142857143
"chr4_130132838" 0 0 0
"chr4_130879866" 0 0 0
"chr4_130937924" 0 0 0
"chr4_131037441" 0 0 0
"chr4_131374069" 0 0 0.111111111111111
"chr4_131445727" 0.333333333333333 0.166666666666667 0.25
"chr4_131806183" 0.142857142857143 0.2 0
"chr4_132214853" 0 0 0
"chr4_132231040" 0.5 0.25 0.4
"chr4_132408382" 0 0 0
"chr4_132469719" 0 0 0
"chr4_13248327" 0 0.166666666666667 0
"chr4_132601565" 0 0 0.5
"chr4_132835325" 0 0 0.1
"chr4_132943597" 0 0 0
"chr4_132965771" 0 0 0
"chr4_13306660" 0 0.166666666666667 0.125
"chr4_133100942" 0 0.333333333333333 0.333333333333333
"chr4_133147819" 0 0 0
"chr4_133244550" 0 0 0
"chr4_133281204" 0 0 0
"chr4_133418067" 0.142857142857143 0 0
"chr4_133593945" 0.285714285714286 0 0.272727272727273
"chr4_133645656" 0.428571428571429 0 0
"chr4_133688908" 0 0 0
"chr4_133757109" 0 0 0
"chr4_134077107" 0 0 0
"chr4_134079878" 0 0 0
"chr4_134260488" 0 0 0.111111111111111
"chr4_134526568" 0 0 0
"chr4_134545291" 0 0 0
"chr4_134593232" 0 0 0.166666666666667
"chr4_135191974" 0.166666666666667 0 0.1
"chr4_135293211" 0 0 0.5
"chr4_135301198" 0 0 0.125
"chr4_135574103" 0.166666666666667 0.333333333333333 0.285714285714286
"chr4_135901127" 0 0 0
"chr4_136352892" 0 0 0.2
"chr4_136677212" 0 0 0
"chr4_136725115" 0 0 0
"chr4_136739053" 0 0 0
"chr4_136844020" 0 0 0
"chr4_136894814" 0 0.166666666666667 0
"chr4_136936672" 0 0 0
"chr4_136953569" 0.166666666666667 0 0.4
"chr4_136991425" 0 0 0
"chr4_13730239" 0 0 0.181818181818182
"chr4_137408562" 0 0 0
"chr4_137534415" 0.2 0 0
"chr4_137643375" 0 0 0
"chr4_137949548" 0 0 0.111111111111111
"chr4_138036633" 0 0 0.222222222222222
"chr4_138145287" 0 0 0
"chr4_138165369" 0 0 0
"chr4_138247101" 0 0 0
"chr4_138252176" 0.166666666666667 0 0.1
"chr4_138331498" 0.166666666666667 0 0
"chr4_138350773" 0 0 0
"chr4_138422753" 0 0.333333333333333 0.2
"chr4_138465891" 0 0 0
"chr4_138971389" 0 0 0.2
"chr4_139129211" 0 0 0.181818181818182
"chr4_139225843" 0 0.5 0.0833333333333333
"chr4_139516677" 0.142857142857143 0.25 0.1
"chr4_139534385" 0 0 0
"chr4_139622511" 0 0 0.5
"chr4_139756921" 0 0 0
"chr4_139945961" 0.2 0.2 0.2
"chr4_140127911" 0 0 0
"chr4_140251994" 0 0 0
"chr4_140620942" 0.285714285714286 0 0
"chr4_140807046" 0.2 0 0
"chr4_140817721" 0 0.333333333333333 0.375
"chr4_141229353" 0 0 0.2
"chr4_141381464" 0.166666666666667 0 0.142857142857143
"chr4_141505087" 0 0 0
"chr4_141525870" 0 0 0.125
"chr4_141583046" 0 0 0.222222222222222
"chr4_141588119" 0.25 0.333333333333333 0.142857142857143
"chr4_14164549" 0 0 0
"chr4_141746573" 0 0 0
"chr4_141831103" 0 0 0
"chr4_141876908" 0.2 0 0.0833333333333333
"chr4_14208461" 0 0 0
"chr4_142387862" 0.5 0.2 0.428571428571429
"chr4_142397433" 0.166666666666667 0.2 0.142857142857143
"chr4_142716971" 0 0 0.3
"chr4_142722492" 0 0 0
"chr4_142794036" 0.2 0 0.25
"chr4_142942293" 0.25 0.4 0.285714285714286
"chr4_143073347" 0 0 0
"chr4_143151862" 0.25 0 0.428571428571429
"chr4_143179317" 0 0.25 0
"chr4_143181713" 0 0 0.111111111111111
"chr4_143251804" 0 0 0
"chr4_143329551" 0 0 0.4
"chr4_143425131" 0 0 0
"chr4_143685033" 0 0 0
"chr4_143864889" 0.142857142857143 0.333333333333333 0.25
"chr4_143889842" 0.166666666666667 0 0.166666666666667
"chr4_143970324" 0 0.4 0
"chr4_14404486" 0 0 0
"chr4_14426170" 0 0 0
"chr4_144296341" 0.5 0 0
"chr4_144639879" 0.285714285714286 0 0.111111111111111
"chr4_14492911" 0 0.166666666666667 0.166666666666667
"chr4_14494453" 0 0 0
"chr4_145283136" 0.166666666666667 0.25 0.333333333333333
"chr4_145408507" 0 0 0.4
"chr4_14555395" 0.428571428571429 0 0.333333333333333
"chr4_145598" 0 0 0.0909090909090909
"chr4_145610197" 0.5 0.333333333333333 0.4
"chr4_145912876" 0.285714285714286 0.4 0.454545454545455
"chr4_146312788" 0 0 0
"chr4_146379130" 0.25 0.4 0.166666666666667
"chr4_147181517" 0.333333333333333 0 0.3
"chr4_147464698" 0.2 0 0
"chr4_147759120" 0 0 0
"chr4_148102735" 0 0 0
"chr4_148367165" 0 0 0
"chr4_148388201" 0 0 0.181818181818182
"chr4_148488127" 0.25 0 0
"chr4_148566144" 0 0 0
"chr4_149032752" 0 0 0
"chr4_149258477" 0 0 0
"chr4_149555864" 0 0 0
"chr4_14957822" 0 0 0.4
"chr4_149622499" 0 0 0.2
"chr4_149704156" 0 0 0
"chr4_149783343" 0 0 0.363636363636364
"chr4_149812609" 0 0 0.428571428571429
"chr4_150017991" 0.333333333333333 0.2 0.285714285714286
"chr4_150555354" 0.2 0 0
"chr4_150698646" 0 0 0
"chr4_15096594" 0.4 0.333333333333333 0
"chr4_151256710" 0 0 0.454545454545455
"chr4_151387767" 0 0 0.428571428571429
"chr4_151432106" 0 0 0
"chr4_151439627" 0.2 0 0
"chr4_151695903" 0 0 0.111111111111111
"chr4_151701675" 0 0 0.0833333333333333
"chr4_152017100" 0 0 0.25
"chr4_152141585" 0 0.4 0.111111111111111
"chr4_152148882" 0.428571428571429 0.5 0.454545454545455
"chr4_152376592" 0 0 0.166666666666667
"chr4_152573272" 0 0 0
"chr4_152680062" 0 0 0.2
"chr4_152695750" 0 0 0
"chr4_152768437" 0.2 0 0
"chr4_152826072" 0 0 0
"chr4_152842387" 0 0.25 0.4
"chr4_15284697" 0.166666666666667 0 0.4
"chr4_153073764" 0 0 0
"chr4_153184694" 0 0 0.166666666666667
"chr4_153246998" 0 0.333333333333333 0
"chr4_153281793" 0 0 0
"chr4_153333139" 0 0.2 0
"chr4_153634291" 0.5 0.166666666666667 0
"chr4_153683139" 0 0 0
"chr4_153848630" 0 0 0
"chr4_153885202" 0 0 0.1
"chr4_153960722" 0 0 0.166666666666667
"chr4_154104956" 0 0 0
"chr4_154387593" 0 0 0.125
"chr4_154451958" 0 0 0
"chr4_154511567" 0 0 0
"chr4_154596808" 0 0 0.25
"chr4_154715260" 0 0 0.25
"chr4_154883723" 0 0 0.2
"chr4_154921793" 0 0 0
"chr4_154940913" 0 0 0
"chr4_154954706" 0 0 0
"chr4_155026184" 0 0 0
"chr4_15520131" 0 0 0
"chr4_155280490" 0.333333333333333 0 0
"chr4_155332992" 0 0 0
"chr4_155431733" 0 0.333333333333333 0
"chr4_155554049" 0 0 0
"chr4_155623235" 0 0 0.142857142857143
"chr4_155765553" 0 0 0
"chr4_155819758" 0.25 0.166666666666667 0.454545454545455
"chr4_155918926" 0 0 0
"chr4_155991744" 0.142857142857143 0 0.363636363636364
"chr4_155997382" 0 0 0
"chr4_156052184" 0 0 0
"chr4_156082007" 0 0 0
"chr4_156458259" 0 0 0
"chr4_156609816" 0 0 0
"chr4_156630105" 0 0 0
"chr4_15681602" 0 0 0
"chr4_156877186" 0 0 0.333333333333333
"chr4_156891760" 0 0 0
"chr4_156924328" 0 0 0.285714285714286
"chr4_156927175" 0 0 0.1
"chr4_157001404" 0 0 0.4
"chr4_157004451" 0 0 0
"chr4_157060897" 0 0 0
"chr4_157131937" 0 0 0
"chr4_157225352" 0 0 0
"chr4_15737403" 0 0 0.3
"chr4_157498481" 0.333333333333333 0 0
"chr4_157559989" 0 0 0
"chr4_157588974" 0 0 0
"chr4_157665049" 0 0 0.5
"chr4_157990835" 0 0 0.333333333333333
"chr4_158009749" 0 0.25 0.363636363636364
"chr4_158031926" 0 0 0
"chr4_158063630" 0 0 0.0909090909090909
"chr4_158366636" 0 0 0.5
"chr4_158430245" 0 0 0
"chr4_158610420" 0.142857142857143 0.25 0.125
"chr4_158712071" 0 0 0
"chr4_158713342" 0 0 0
"chr4_158899354" 0 0 0
"chr4_158992341" 0 0 0
"chr4_159018795" 0 0 0.333333333333333
"chr4_159233067" 0 0 0
"chr4_159257595" 0 0 0.333333333333333
"chr4_159380778" 0.2 0 0.375
"chr4_159443712" 0 0 0
"chr4_159476679" 0 0 0
"chr4_159679617" 0 0.5 0.428571428571429
"chr4_159742638" 0 0 0
"chr4_159754292" 0 0 0
"chr4_159838624" 0 0 0
"chr4_159868794" 0 0 0
"chr4_159937154" 0 0 0
"chr4_159956748" 0 0 0
"chr4_16038829" 0.2 0 0
"chr4_16052633" 0.5 0.333333333333333 0.181818181818182
"chr4_160604466" 0.4 0.2 0
"chr4_16085763" 0 0.166666666666667 0
"chr4_160857868" 0 0.25 0.2
"chr4_161549611" 0.166666666666667 0.166666666666667 0.222222222222222
"chr4_161677362" 0.285714285714286 0 0.416666666666667
"chr4_161713516" 0 0 0
"chr4_161779504" 0.142857142857143 0 0
"chr4_161978211" 0 0 0
"chr4_162004781" 0 0 0
"chr4_162168450" 0 0 0
"chr4_162300179" 0.25 0 0
"chr4_16241203" 0 0 0.0833333333333333
"chr4_162429718" 0 0.5 0.1
"chr4_16243318" 0 0 0
"chr4_162556535" 0.5 0.5 0.181818181818182
"chr4_162565985" 0 0 0
"chr4_162728939" 0.2 0 0.333333333333333
"chr4_162889166" 0 0 0.2
"chr4_162981447" 0 0 0
"chr4_163015145" 0 0.25 0.0909090909090909
"chr4_163108879" 0 0 0
"chr4_163141924" 0.166666666666667 0 0
"chr4_163514718" 0.2 0 0
"chr4_163529632" 0 0 0
"chr4_163907416" 0 0 0
"chr4_164128398" 0 0 0.2
"chr4_164131064" 0 0 0
"chr4_164513956" 0.25 0 0.444444444444444
"chr4_164849337" 0 0.4 0.5
"chr4_164946939" 0 0 0.1
"chr4_165124207" 0 0 0
"chr4_165134987" 0 0 0.0833333333333333
"chr4_165160944" 0.428571428571429 0 0
"chr4_165176642" 0.5 0.5 0.2
"chr4_166137203" 0 0 0.166666666666667
"chr4_166368774" 0.25 0 0.363636363636364
"chr4_166534275" 0 0 0
"chr4_166653848" 0 0.2 0.25
"chr4_166711916" 0 0 0
"chr4_167063193" 0.166666666666667 0 0
"chr4_167117736" 0 0 0
"chr4_16715346" 0.166666666666667 0 0.0833333333333333
"chr4_16753947" 0 0 0
"chr4_167586710" 0 0 0.25
"chr4_168048003" 0 0 0
"chr4_168166416" 0 0 0
"chr4_168176680" 0 0 0
"chr4_168184312" 0.25 0 0.444444444444444
"chr4_16835128" 0 0 0.222222222222222
"chr4_168691812" 0.2 0.333333333333333 0.1
"chr4_168870787" 0 0.5 0
"chr4_169557097" 0 0 0
"chr4_169750190" 0 0 0
"chr4_169762583" 0.166666666666667 0 0
"chr4_169802262" 0 0 0
"chr4_169897187" 0 0 0
"chr4_169938702" 0.166666666666667 0 0
"chr4_169962954" 0 0 0
"chr4_169982173" 0 0 0
"chr4_170005026" 0 0 0
"chr4_170066247" 0 0 0
"chr4_170175800" 0 0 0
"chr4_170297377" 0.25 0 0
"chr4_170478729" 0 0 0.142857142857143
"chr4_170534984" 0 0 0
"chr4_171078629" 0 0.4 0.142857142857143
"chr4_171145522" 0 0 0
"chr4_171267056" 0 0 0
"chr4_171323578" 0.25 0.25 0.333333333333333
"chr4_171353690" 0 0 0
"chr4_17137657" 0.142857142857143 0.166666666666667 0.5
"chr4_17145233" 0.285714285714286 0.5 0.0909090909090909
"chr4_171570406" 0 0 0
"chr4_171600796" 0.333333333333333 0.166666666666667 0.2
"chr4_171716029" 0 0 0
"chr4_171720495" 0 0.166666666666667 0
"chr4_171946588" 0 0 0
"chr4_171978308" 0 0 0.285714285714286
"chr4_172210322" 0.333333333333333 0.4 0.1
"chr4_172323785" 0.5 0.5 0
"chr4_172474325" 0 0.5 0
"chr4_172682812" 0.166666666666667 0.25 0.2
"chr4_172720654" 0.5 0.2 0.2
"chr4_172874578" 0 0 0
"chr4_172959494" 0 0 0.166666666666667
"chr4_1730463" 0.4 0 0.125
"chr4_173115590" 0 0 0
"chr4_173140843" 0.25 0 0.4
"chr4_173149399" 0 0 0
"chr4_173297962" 0 0 0
"chr4_173377023" 0 0 0
"chr4_173491324" 0 0 0
"chr4_173497977" 0.2 0 0
"chr4_173668083" 0 0 0
"chr4_174080836" 0 0.333333333333333 0
"chr4_174173743" 0 0 0
"chr4_174232050" 0.166666666666667 0.25 0.0909090909090909
"chr4_174245410" 0 0 0.0833333333333333
"chr4_174432124" 0.2 0.166666666666667 0.0833333333333333
"chr4_174723277" 0.333333333333333 0 0
"chr4_174853974" 0 0 0
"chr4_174964346" 0 0 0
"chr4_175356506" 0 0.333333333333333 0.0833333333333333
"chr4_175397841" 0.142857142857143 0 0
"chr4_175494801" 0.5 0 0
"chr4_175571386" 0 0 0
"chr4_175873756" 0 0 0
"chr4_175943110" 0 0 0
"chr4_176089988" 0 0 0.1
"chr4_176121813" 0.428571428571429 0 0.111111111111111
"chr4_176336194" 0.285714285714286 0 0.166666666666667
"chr4_17636627" 0 0 0.181818181818182
"chr4_176496678" 0 0 0
"chr4_176538795" 0.166666666666667 0 0
"chr4_176696503" 0 0 0.1
"chr4_176705833" 0.333333333333333 0 0
"chr4_176718169" 0 0 0
"chr4_176866503" 0 0.333333333333333 0.363636363636364
"chr4_177288017" 0 0 0
"chr4_177305993" 0 0 0
"chr4_177309204" 0.428571428571429 0 0.142857142857143
"chr4_177339417" 0 0.166666666666667 0.272727272727273
"chr4_177343314" 0 0 0
"chr4_177403900" 0.5 0 0
"chr4_177408807" 0.333333333333333 0 0
"chr4_177483369" 0 0 0.4
"chr4_177668402" 0 0 0.4
"chr4_178082296" 0 0 0
"chr4_178098985" 0 0 0.333333333333333
"chr4_178138207" 0 0 0.272727272727273
"chr4_178301962" 0 0 0.4
"chr4_178604165" 0 0.5 0.142857142857143
"chr4_17905169" 0 0.166666666666667 0
"chr4_179135103" 0.4 0.2 0.0833333333333333
"chr4_179478870" 0.4 0 0.166666666666667
"chr4_179527198" 0 0 0.363636363636364
"chr4_179719656" 0.4 0.166666666666667 0.4
"chr4_17972173" 0 0 0
"chr4_179883939" 0 0 0
"chr4_17990509" 0.4 0.333333333333333 0.454545454545455
"chr4_179906001" 0 0 0
"chr4_179990044" 0 0 0.454545454545455
"chr4_180026067" 0 0 0
"chr4_180108352" 0 0 0
"chr4_180189370" 0 0 0
"chr4_180276568" 0 0 0.4
"chr4_180327432" 0 0 0
"chr4_180557869" 0 0.2 0
"chr4_180576831" 0 0.2 0
"chr4_18073963" 0 0 0
"chr4_180815972" 0 0 0
"chr4_180952157" 0 0 0.285714285714286
"chr4_180970852" 0 0 0
"chr4_181159640" 0 0 0
"chr4_181280516" 0.2 0 0.428571428571429
"chr4_181435804" 0 0 0
"chr4_181466701" 0 0 0.142857142857143
"chr4_181682781" 0 0 0
"chr4_182089253" 0 0 0
"chr4_182118426" 0 0 0.111111111111111
"chr4_182353572" 0 0 0.0833333333333333
"chr4_182393608" 0 0 0
"chr4_182405393" 0 0 0
"chr4_18250888" 0 0 0
"chr4_182670642" 0 0.4 0
"chr4_182760248" 0.333333333333333 0.4 0.4
"chr4_18281413" 0 0 0
"chr4_182945145" 0 0 0
"chr4_183018527" 0.428571428571429 0 0.222222222222222
"chr4_183065926" 0 0 0
"chr4_183457207" 0 0 0
"chr4_183609003" 0.166666666666667 0 0
"chr4_183653270" 0.5 0.333333333333333 0
"chr4_183805861" 0 0 0
"chr4_183886892" 0.166666666666667 0 0
"chr4_183894700" 0 0 0
"chr4_183926145" 0 0 0
"chr4_183930253" 0.285714285714286 0.2 0
"chr4_184088411" 0.25 0 0
"chr4_184124814" 0.2 0.333333333333333 0.125
"chr4_184155748" 0 0 0
"chr4_184604529" 0 0.166666666666667 0
"chr4_184682944" 0.285714285714286 0 0.1
"chr4_184719797" 0 0 0
"chr4_184854403" 0 0 0.272727272727273
"chr4_184958109" 0 0 0
"chr4_18503776" 0 0.2 0
"chr4_185078545" 0 0 0.125
"chr4_185205307" 0 0 0
"chr4_185210894" 0 0.5 0
"chr4_185215058" 0 0 0
"chr4_185223458" 0.142857142857143 0 0
"chr4_185314572" 0 0.25 0
"chr4_185487171" 0 0 0
"chr4_185555745" 0 0.25 0.125
"chr4_185861369" 0 0.333333333333333 0
"chr4_185866367" 0.333333333333333 0.25 0.25
"chr4_185870937" 0.428571428571429 0.2 0.4
"chr4_185879217" 0 0 0
"chr4_186067099" 0 0 0
"chr4_186155293" 0 0 0
"chr4_186291330" 0.2 0 0.166666666666667
"chr4_186315035" 0 0 0
"chr4_186524346" 0 0 0
"chr4_186526121" 0 0 0
"chr4_186828553" 0 0 0
"chr4_18734223" 0 0 0.428571428571429
"chr4_187622993" 0.166666666666667 0 0
"chr4_187640444" 0 0 0
"chr4_187933859" 0 0 0
"chr4_18823107" 0 0 0
"chr4_188277976" 0 0 0
"chr4_188435889" 0 0 0.111111111111111
"chr4_188709557" 0 0 0.222222222222222
"chr4_188778804" 0 0 0
"chr4_188917912" 0 0 0
"chr4_188981031" 0 0 0
"chr4_189249359" 0 0 0
"chr4_189583515" 0.166666666666667 0 0
"chr4_189817615" 0 0 0
"chr4_189876945" 0.5 0.5 0.285714285714286
"chr4_189996897" 0 0.333333333333333 0
"chr4_190015977" 0.428571428571429 0 0.25
"chr4_190018687" 0.166666666666667 0.5 0.333333333333333
"chr4_190111817" 0.2 0 0
"chr4_19013427" 0.333333333333333 0.2 0.272727272727273
"chr4_190212088" 0.166666666666667 0 0.2
"chr4_190219701" 0.25 0 0.363636363636364
"chr4_190227564" 0 0 0
"chr4_190474284" 0 0 0
"chr4_190538137" 0 0 0.111111111111111
"chr4_19080453" 0 0.4 0
"chr4_190813147" 0.2 0.2 0.111111111111111
"chr4_191128100" 0 0 0
"chr4_19113968" 0.25 0 0.2
"chr4_191333263" 0 0 0.1
"chr4_191664761" 0 0 0
"chr4_191831588" 0 0 0
"chr4_192307463" 0.428571428571429 0.333333333333333 0.0909090909090909
"chr4_192392069" 0 0 0
"chr4_192460686" 0 0 0
"chr4_192844881" 0 0 0
"chr4_192927028" 0 0 0
"chr4_193025988" 0 0 0
"chr4_193377555" 0 0 0
"chr4_193381044" 0.166666666666667 0 0
"chr4_193459526" 0.166666666666667 0.333333333333333 0.272727272727273
"chr4_193712808" 0 0 0.375
"chr4_193800345" 0.2 0 0.125
"chr4_194051040" 0 0.5 0
"chr4_194060826" 0 0.2 0
"chr4_194079609" 0 0.4 0.2
"chr4_194224131" 0 0 0
"chr4_194242394" 0 0 0
"chr4_194340343" 0 0 0
"chr4_19442635" 0 0 0
"chr4_19445187" 0 0.166666666666667 0.4
"chr4_19485965" 0 0 0.0909090909090909
"chr4_195112985" 0 0.25 0
"chr4_19513861" 0 0 0
"chr4_195284777" 0 0 0
"chr4_195569595" 0.142857142857143 0.333333333333333 0.375
"chr4_195633730" 0.142857142857143 0 0
"chr4_196503029" 0.166666666666667 0 0
"chr4_196641990" 0 0 0.166666666666667
"chr4_196717279" 0 0 0
"chr4_196876384" 0 0 0.1
"chr4_196909352" 0.285714285714286 0.333333333333333 0.222222222222222
"chr4_196949352" 0 0 0
"chr4_197314912" 0.333333333333333 0 0.142857142857143
"chr4_197502329" 0 0.5 0.1
"chr4_197519519" 0 0 0
"chr4_197524717" 0 0.5 0
"chr4_197548548" 0.2 0 0
"chr4_197747824" 0 0.25 0.4
"chr4_197796452" 0.4 0 0.333333333333333
"chr4_198076286" 0 0.4 0.285714285714286
"chr4_198099554" 0 0.25 0.285714285714286
"chr4_198132928" 0 0 0
"chr4_198192726" 0 0 0.2
"chr4_198759088" 0.333333333333333 0 0
"chr4_198783735" 0 0 0
"chr4_199165265" 0 0 0
"chr4_199623490" 0.142857142857143 0 0
"chr4_199627886" 0 0.333333333333333 0
"chr4_19962843" 0.333333333333333 0 0
"chr4_19986472" 0 0.25 0.142857142857143
"chr4_200669868" 0 0 0
"chr4_20097640" 0 0 0
"chr4_201102406" 0 0 0.142857142857143
"chr4_20165190" 0 0 0
"chr4_201675098" 0 0 0
"chr4_201697229" 0 0 0
"chr4_201949418" 0 0 0
"chr4_202648511" 0 0.2 0.125
"chr4_203025478" 0 0.2 0
"chr4_203038575" 0 0 0.25
"chr4_203150118" 0 0 0.111111111111111
"chr4_20411" 0 0 0
"chr4_20566957" 0 0 0.111111111111111
"chr4_2061772" 0.4 0.4 0.3
"chr4_20718417" 0 0 0
"chr4_2073459" 0 0 0
"chr4_20781418" 0 0.333333333333333 0.333333333333333
"chr4_21010475" 0 0 0
"chr4_21642827" 0 0 0
"chr4_21748239" 0 0 0.222222222222222
"chr4_21847592" 0 0 0
"chr4_21863629" 0 0 0
"chr4_22588465" 0 0 0
"chr4_22635977" 0 0 0
"chr4_22706770" 0.5 0 0
"chr4_22810115" 0.2 0 0
"chr4_23210530" 0 0 0
"chr4_2348344" 0.4 0.166666666666667 0.272727272727273
"chr4_23602384" 0 0 0
"chr4_2383118" 0 0 0
"chr4_2391341" 0 0 0.222222222222222
"chr4_23921236" 0 0 0
"chr4_23922598" 0 0 0
"chr4_23999445" 0.2 0.333333333333333 0.333333333333333
"chr4_24137249" 0.333333333333333 0 0
"chr4_24213870" 0 0.25 0
"chr4_24808453" 0 0 0.111111111111111
"chr4_25027915" 0 0 0
"chr4_25049408" 0.142857142857143 0 0.363636363636364
"chr4_25060478" 0 0 0
"chr4_25479219" 0 0.25 0
"chr4_25500802" 0 0 0
"chr4_25661329" 0 0.333333333333333 0.375
"chr4_25872785" 0 0 0
"chr4_25873780" 0 0 0
"chr4_25903727" 0 0 0
"chr4_2594856" 0 0 0
"chr4_26039936" 0.333333333333333 0.333333333333333 0.416666666666667
"chr4_26282678" 0 0 0
"chr4_26290482" 0.166666666666667 0 0.454545454545455
"chr4_26456082" 0.285714285714286 0 0.0909090909090909
"chr4_26609124" 0 0 0
"chr4_26942946" 0 0 0
"chr4_2759626" 0 0 0
"chr4_27727247" 0 0 0
"chr4_2781433" 0 0 0
"chr4_28085078" 0 0 0.125
"chr4_280936" 0 0 0.111111111111111
"chr4_28415060" 0.5 0 0
"chr4_28549349" 0 0 0
"chr4_28615534" 0 0 0.1
"chr4_28619855" 0 0 0
"chr4_28865761" 0 0 0.181818181818182
"chr4_28929667" 0 0 0
"chr4_28994453" 0 0 0
"chr4_29248088" 0.4 0 0.25
"chr4_29321650" 0 0 0.142857142857143
"chr4_29491897" 0.333333333333333 0 0
"chr4_29695175" 0 0 0.3
"chr4_29729365" 0 0.2 0
"chr4_29939055" 0 0.333333333333333 0.1
"chr4_30101403" 0 0 0.222222222222222
"chr4_30173027" 0 0 0.285714285714286
"chr4_30190132" 0.142857142857143 0 0
"chr4_30545813" 0 0 0
"chr4_3071687" 0 0.2 0
"chr4_30800785" 0 0.2 0.4
"chr4_30927962" 0 0 0
"chr4_30966060" 0 0 0
"chr4_31154371" 0 0 0
"chr4_31402545" 0.333333333333333 0.4 0.181818181818182
"chr4_31492574" 0.25 0 0
"chr4_31509933" 0 0 0
